datetime,Open,High,Low,Close
2024-04-26 12:00:00,22533.825,22536.6,22511.75,22524.2125
2024-04-26 12:15:00,22524.25,22530.45,22514.85,22521.4875
2024-04-26 12:30:00,22520.325,22522.45,22494.75,22509.5
2024-04-26 12:45:00,22510.4,22517.9,22490.75,22503.2125
2024-04-26 13:00:00,22502.1,22516.1,22497.15,22505.9
2024-04-26 13:15:00,22505.175,22512.75,22436.85,22477.8875
2024-04-26 13:30:00,22480.975,22480.975,22424.75,22444.525
2024-04-26 13:45:00,22448.95,22448.95,22419.9,22435.4375
2024-04-26 14:00:00,22438.1,22450.0,22421.35,22437.2875
2024-04-26 14:15:00,22438.9,22464.3,22423.25,22440.55
2024-04-26 14:30:00,22437.325,22447.4,22421.5,22435.7875
2024-04-26 14:45:00,22437.125,22461.45,22435.4,22446.0875
2024-04-26 15:00:00,22443.75,22444.05,22385.55,22419.7375
2024-04-26 15:15:00,22424.675,22461.6,22408.25,22432.075
2024-04-29 09:15:00,22429.225,22518.2,22429.225,22493.4875
2024-04-29 09:30:00,22493.475,22532.5,22482.5,22503.325
2024-04-29 09:45:00,22499.15,22499.15,22441.9,22467.75
2024-04-29 10:00:00,22470.675,22492.2,22443.15,22467.6
2024-04-29 10:15:00,22467.525,22535.6,22467.525,22506.4125
2024-04-29 10:30:00,22505.675,22546.95,22505.675,22532.1875
2024-04-29 10:45:00,22528.625,22532.75,22512.9,22525.625
2024-04-29 11:00:00,22528.425,22540.4,22519.7,22531.3625
2024-04-29 11:15:00,22532.675,22546.35,22531.2,22537.9375
2024-04-29 11:30:00,22537.1,22545.6,22525.6,22536.9875
2024-04-29 11:45:00,22538.375,22557.3,22537.55,22547.275
2024-04-29 12:00:00,22547.125,22571.55,22547.125,22558.6875
2024-04-29 12:15:00,22556.2,22573.85,22546.7,22561.6125
2024-04-29 12:30:00,22562.95,22572.1,22556.65,22567.5375
2024-04-29 12:45:00,22570.7,22575.25,22560.7,22569.9125
2024-04-29 13:00:00,22571.85,22580.65,22562.1,22573.0125
2024-04-29 13:15:00,22574.65,22603.3,22566.05,22586.075
2024-04-29 13:30:00,22587.475,22620.7,22587.475,22606.95
2024-04-29 13:45:00,22609.2,22622.25,22599.8,22615.3125
2024-04-29 14:00:00,22619.6,22623.8,22605.05,22615.0
2024-04-29 14:15:00,22615.575,22628.4,22605.85,22614.875
2024-04-29 14:30:00,22612.625,22629.6,22607.3,22614.65
2024-04-29 14:45:00,22610.85,22640.65,22599.55,22619.0375
2024-04-29 15:00:00,22617.975,22655.8,22617.975,22641.225
2024-04-29 15:15:00,22640.825,22653.75,22626.45,22641.6625
2024-04-30 09:15:00,22643.225,22696.3,22643.225,22679.2
2024-04-30 09:30:00,22679.35,22713.2,22677.5,22693.7625
2024-04-30 09:45:00,22692.175,22747.3,22692.175,22724.3125
2024-04-30 10:00:00,22726.55,22754.85,22700.45,22731.925
2024-04-30 10:15:00,22736.2,22742.8,22722.3,22732.0625
